Team1Agent1,Team1Agent2,Team1Agent3,Team1Agent4,Team1Agent5,Team2Agent1,Team2Agent2,Team2Agent3,Team2Agent4,Team2Agent5,Map,Victory
sova,astra,killjoy,sage,jett,breach,jett,sova,astra,cypher,Ascent,Team 2
reyna,sova,sage,viper,jett,viper,sova,jett,sage,reyna,Icebox,Team 2
killjoy,sova,raze,sage,astra,jett,killjoy,astra,breach,skye,Haven,Team 2
viper,jett,sova,sage,killjoy,jett,viper,sage,killjoy,sova,Icebox,Team 1
raze,skye,killjoy,astra,sova,jett,skye,astra,killjoy,sova,Ascent,Team 1
cypher,astra,breach,skye,jett,viper,brimstone,raze,skye,sage,Bind,Team 1
jett,sova,cypher,viper,skye,viper,sova,jett,cypher,skye,Breeze,Team 1
killjoy,kayo,jett,astra,breach,raze,omen,sova,breach,killjoy,Haven,Team 1
jett,skye,kayo,killjoy,astra,raze,omen,sage,killjoy,skye,Split,Team 2
jett,viper,sova,astra,skye,breach,raze,sova,brimstone,viper,Bind,Team 1
astra,raze,skye,cypher,sage,jett,breach,astra,cypher,sage,Split,Team 1
jett,astra,killjoy,skye,sova,jett,astra,sova,skye,killjoy,Haven,Team 1
cypher,astra,reyna,skye,jett,astra,sova,killjoy,breach,jett,Haven,Team 1
jett,viper,sage,reyna,sova,killjoy,sova,sage,viper,jett,Icebox,Team 1
sage,raze,viper,skye,astra,raze,viper,skye,sage,astra,Bind,Team 2
jett,killjoy,sova,skye,astra,jett,killjoy,breach,astra,sova,Ascent,Team 2
sova,jett,killjoy,omen,phoenix,cypher,phoenix,sova,omen,jett,Haven,Team 1
cypher,jett,sova,skye,viper,jett,sova,skye,viper,cypher,Breeze,Team 1
sova,astra,jett,breach,killjoy,jett,killjoy,breach,astra,sova,Ascent,Team 2
sova,raze,astra,viper,skye,raze,viper,astra,cypher,breach,Bind,Team 2
raze,omen,killjoy,sage,jett,killjoy,sage,jett,breach,brimstone,Split,Team 1
killjoy,sage,raze,omen,sova,killjoy,sova,omen,raze,jett,Haven,Team 1
sage,sova,jett,killjoy,viper,killjoy,jett,sova,viper,sage,Icebox,Team 1
jett,skye,cypher,sova,viper,jett,killjoy,sova,viper,skye,Breeze,Team 1
astra,viper,sova,yoru,jett,sage,viper,raze,astra,skye,Bind,Team 2
sage,viper,jett,sova,killjoy,sova,jett,raze,sage,viper,Icebox,Team 1
cypher,sage,jett,sova,omen,sova,omen,raze,jett,cypher,Haven,Team 1
raze,viper,reyna,astra,killjoy,sage,reyna,omen,raze,killjoy,Split,Team 1
jett,sage,viper,sova,skye,jett,sova,skye,cypher,viper,Breeze,Team 2
jett,raze,brimstone,viper,sova,skye,raze,astra,viper,sova,Bind,Team 1
jett,raze,sova,sage,viper,sage,jett,viper,reyna,sova,Icebox,Team 1
jett,yoru,astra,viper,sova,raze,reyna,viper,sova,astra,Bind,Team 1
skye,jett,cypher,viper,sova,skye,jett,viper,cypher,sova,Breeze,Team 1
reyna,jett,astra,killjoy,breach,viper,reyna,killjoy,breach,sage,Fracture,Team 2
jett,reyna,astra,breach,skye,skye,sage,jett,astra,breach,Split,Team 1
viper,astra,sova,sage,skye,killjoy,viper,raze,jett,sage,Bind,Team 1
jett,sova,killjoy,astra,skye,skye,reyna,killjoy,omen,jett,Ascent,Team 1
cypher,astra,viper,breach,jett,jett,astra,killjoy,breach,kayo,Fracture,Team 2
sova,jett,killjoy,astra,breach,jett,astra,sage,sova,killjoy,Ascent,Team 2
jett,skye,sova,astra,viper,raze,astra,viper,skye,sage,Bind,Team 2
viper,cypher,jett,sova,skye,reyna,viper,jett,sova,cypher,Breeze,Team 1
cypher,sova,breach,jett,astra,sova,jett,omen,skye,killjoy,Ascent,Team 1
skye,killjoy,sova,raze,astra,sova,astra,killjoy,jett,skye,Ascent,Team 2
raze,killjoy,sova,astra,sage,killjoy,sova,jett,astra,skye,Haven,Team 1
sova,killjoy,viper,jett,sage,sova,jett,sage,reyna,viper,Icebox,Team 1
jett,astra,killjoy,breach,sage,jett,sage,killjoy,skye,astra,Split,Team 2
sova,sage,omen,cypher,jett,astra,sova,killjoy,skye,jett,Ascent,Team 2
astra,skye,jett,cypher,breach,viper,astra,raze,sova,skye,Bind,Team 1
jett,sova,viper,cypher,skye,viper,skye,sova,reyna,jett,Breeze,Team 1
viper,jett,raze,sage,sova,jett,reyna,viper,sova,sage,Icebox,Team 1
viper,skye,raze,sage,brimstone,jett,sova,viper,astra,skye,Bind,Team 1
jett,sova,killjoy,reyna,viper,sage,sova,viper,jett,reyna,Icebox,Team 1
killjoy,jett,astra,sova,breach,killjoy,jett,sova,astra,breach,Ascent,Team 2
jett,sage,breach,cypher,astra,killjoy,raze,reyna,sage,astra,Split,Team 1
jett,sova,killjoy,viper,sage,sage,jett,reyna,sova,viper,Icebox,Team 1
sova,skye,astra,killjoy,jett,sage,killjoy,reyna,sova,astra,Ascent,Team 1
jett,killjoy,astra,sova,breach,sova,killjoy,brimstone,breach,jett,Ascent,Team 1
reyna,sova,jett,viper,sage,reyna,kayo,skye,sage,viper,Icebox,Team 1
cypher,brimstone,breach,jett,sage,breach,jett,viper,killjoy,sage,Fracture,Team 1
sova,omen,jett,killjoy,skye,reyna,raze,killjoy,skye,astra,Ascent,Team 1
jett,killjoy,astra,sova,breach,raze,sova,astra,skye,sage,Ascent,Team 2
jett,viper,killjoy,sage,breach,raze,viper,killjoy,sage,breach,Fracture,Team 1
jett,reyna,sova,viper,cypher,viper,sova,raze,skye,sage,Breeze,Team 1
jett,sova,killjoy,viper,sage,killjoy,jett,viper,sova,sage,Icebox,Team 1
jett,killjoy,sage,brimstone,breach,raze,omen,killjoy,reyna,sage,Split,Team 2
jett,killjoy,sage,viper,sova,jett,reyna,sova,viper,sage,Icebox,Team 1
jett,raze,viper,sage,astra,raze,viper,brimstone,skye,sage,Bind,Team 1
sova,reyna,omen,jett,cypher,skye,sova,astra,cypher,jett,Haven,Team 2
sova,viper,astra,sage,raze,raze,viper,kayo,skye,astra,Bind,Team 2
jett,omen,raze,cypher,sage,jett,astra,killjoy,breach,viper,Split,Team 1
raze,jett,viper,sage,sova,jett,reyna,sova,sage,viper,Icebox,Team 2
kayo,jett,skye,viper,astra,raze,viper,jett,cypher,astra,Split,Team 1
sova,killjoy,reyna,viper,jett,reyna,sova,jett,viper,killjoy,Icebox,Team 1
astra,sova,jett,sage,killjoy,killjoy,sova,jett,skye,astra,Ascent,Team 1
sova,raze,viper,skye,astra,skye,jett,viper,sova,astra,Bind,Team 1
sova,jett,raze,astra,viper,raze,sova,astra,viper,skye,Bind,Team 1
astra,reyna,jett,sova,cypher,jett,sova,astra,skye,killjoy,Haven,Team 2
astra,reyna,sage,killjoy,sova,sova,killjoy,astra,jett,skye,Ascent,Team 1
raze,sage,jett,killjoy,astra,skye,astra,jett,viper,cypher,Split,Team 1
reyna,sova,sage,viper,killjoy,jett,raze,sage,viper,sova,Icebox,Team 2
jett,viper,raze,sova,astra,jett,raze,viper,sova,astra,Bind,Team 1
sova,jett,killjoy,astra,skye,astra,sova,killjoy,jett,skye,Ascent,Team 2
kayo,sova,sage,jett,viper,reyna,killjoy,sova,viper,sage,Icebox,Team 2
jett,cypher,viper,astra,raze,astra,skye,viper,jett,cypher,Split,Team 2
jett,reyna,viper,sova,killjoy,sova,jett,raze,viper,sage,Icebox,Team 1
skye,jett,astra,sova,cypher,sova,astra,jett,phoenix,cypher,Haven,Team 1
jett,killjoy,sova,skye,viper,jett,cypher,sova,viper,skye,Breeze,Team 1
killjoy,skye,raze,breach,astra,jett,skye,sova,astra,killjoy,Haven,Team 1
jett,viper,sova,killjoy,reyna,sage,jett,reyna,sova,viper,Icebox,Team 1
skye,sova,raze,viper,astra,sova,skye,viper,raze,astra,Bind,Team 1
jett,viper,skye,sage,astra,reyna,sage,killjoy,jett,astra,Split,Team 2
reyna,sova,viper,jett,sage,reyna,sova,viper,killjoy,jett,Icebox,Team 1
jett,skye,killjoy,sova,astra,reyna,skye,killjoy,astra,sova,Ascent,Team 1
astra,raze,viper,cypher,skye,sage,raze,viper,skye,astra,Split,Team 1
raze,astra,viper,sova,skye,raze,astra,sova,viper,skye,Bind,Team 1
skye,jett,sova,viper,cypher,sova,viper,killjoy,jett,kayo,Breeze,Team 1
raze,jett,sova,astra,viper,sage,raze,viper,sova,astra,Bind,Team 1
sova,jett,kayo,astra,cypher,skye,killjoy,jett,astra,sova,Ascent,Team 2
killjoy,jett,reyna,sova,viper,kayo,jett,sova,sage,viper,Icebox,Team 1
sova,astra,jett,kayo,cypher,astra,cypher,sova,jett,skye,Haven,Team 1
viper,raze,astra,jett,sova,jett,sova,astra,skye,viper,Bind,Team 1
sova,astra,cypher,jett,reyna,sova,jett,astra,killjoy,skye,Haven,Team 2
jett,sage,astra,viper,raze,raze,cypher,skye,viper,astra,Split,Team 1
viper,skye,jett,sova,cypher,sova,cypher,jett,viper,skye,Breeze,Team 1
sova,jett,astra,killjoy,kayo,jett,astra,sova,killjoy,skye,Ascent,Team 2
sova,jett,kayo,cypher,astra,skye,jett,astra,killjoy,sova,Haven,Team 2
sova,raze,kayo,astra,viper,raze,sova,skye,viper,astra,Bind,Team 1
sova,jett,astra,kayo,cypher,jett,killjoy,astra,skye,sova,Haven,Team 2
astra,sova,kayo,jett,killjoy,jett,astra,killjoy,sova,sage,Ascent,Team 2
sage,raze,astra,viper,skye,raze,astra,viper,cypher,sage,Split,Team 1
jett,astra,killjoy,sova,skye,skye,jett,astra,cypher,sova,Ascent,Team 1
skye,viper,sage,jett,astra,raze,viper,killjoy,sage,astra,Split,Team 1
viper,sova,astra,skye,jett,raze,skye,astra,sova,sage,Bind,Team 1
viper,reyna,jett,sova,killjoy,reyna,jett,killjoy,viper,sova,Icebox,Team 2
sova,jett,astra,killjoy,breach,reyna,astra,skye,cypher,sova,Haven,Team 2
skye,jett,sova,astra,cypher,kayo,astra,sova,cypher,jett,Haven,Team 1
kayo,killjoy,astra,breach,raze,killjoy,raze,jett,breach,astra,Fracture,Team 2
jett,kayo,sage,viper,sova,jett,sova,reyna,viper,sage,Icebox,Team 1
killjoy,sova,skye,jett,astra,killjoy,jett,kayo,astra,sova,Ascent,Team 1
sova,reyna,sage,killjoy,viper,viper,raze,reyna,killjoy,sova,Icebox,Team 2
jett,raze,viper,sova,astra,viper,astra,skye,raze,sova,Bind,Team 1
viper,raze,sova,sage,jett,jett,sage,viper,sova,killjoy,Icebox,Team 1
astra,jett,viper,sova,raze,raze,sova,astra,skye,viper,Bind,Team 1
viper,jett,skye,sova,reyna,sova,killjoy,jett,viper,kayo,Breeze,Team 2
astra,raze,sage,cypher,reyna,cypher,raze,astra,sage,skye,Split,Team 2
reyna,jett,sova,killjoy,viper,jett,raze,sova,killjoy,viper,Icebox,Team 1
kayo,jett,astra,cypher,sova,jett,sova,skye,astra,killjoy,Haven,Team 1
skye,jett,astra,viper,sova,raze,skye,astra,sova,jett,Bind,Team 1
skye,killjoy,astra,jett,sova,viper,skye,astra,jett,sova,Ascent,Team 1
jett,astra,cypher,raze,viper,killjoy,raze,jett,viper,astra,Split,Team 1
jett,skye,cypher,astra,sova,sova,skye,killjoy,jett,astra,Haven,Team 1
sova,sage,raze,jett,viper,sova,jett,reyna,viper,sage,Icebox,Team 1
phoenix,jett,sova,cypher,astra,jett,skye,astra,sova,killjoy,Haven,Team 2
killjoy,astra,sova,skye,jett,sova,jett,cypher,astra,skye,Ascent,Team 1
jett,sova,astra,skye,viper,jett,sova,viper,astra,skye,Bind,Team 1
sova,jett,killjoy,sage,viper,jett,sage,sova,skye,viper,Icebox,Team 1
sova,jett,astra,killjoy,skye,jett,astra,killjoy,sova,skye,Haven,Team 1
astra,skye,killjoy,jett,sova,sova,skye,astra,jett,sage,Ascent,Team 1
sage,viper,jett,killjoy,sova,viper,sova,jett,reyna,killjoy,Icebox,Team 1
jett,cypher,viper,skye,sova,viper,jett,cypher,skye,sova,Breeze,Team 1
kayo,jett,killjoy,sova,astra,sova,reyna,sage,astra,killjoy,Ascent,Team 2
viper,skye,astra,sova,raze,astra,raze,jett,viper,sova,Bind,Team 2
astra,jett,skye,breach,cypher,astra,sova,raze,sage,breach,Bind,Team 1
jett,skye,sova,viper,cypher,viper,sage,kayo,skye,jett,Breeze,Team 1
reyna,jett,killjoy,sova,astra,sova,astra,killjoy,jett,kayo,Ascent,Team 1
jett,reyna,killjoy,breach,astra,killjoy,sage,breach,reyna,viper,Fracture,Team 1
viper,jett,sova,reyna,sage,jett,viper,sage,sova,killjoy,Icebox,Team 2
killjoy,sova,jett,breach,astra,jett,omen,phoenix,killjoy,sova,Ascent,Team 2
raze,cypher,sage,astra,skye,sage,cypher,skye,reyna,astra,Split,Team 1
sage,jett,sova,killjoy,viper,jett,reyna,sova,viper,sage,Icebox,Team 1
killjoy,sage,breach,astra,jett,sage,killjoy,jett,viper,breach,Fracture,Team 2
sova,killjoy,sage,jett,viper,viper,sage,jett,killjoy,skye,Icebox,Team 1
cypher,sova,skye,jett,viper,reyna,viper,sova,jett,skye,Breeze,Team 2
astra,killjoy,sova,jett,skye,astra,sova,jett,breach,killjoy,Ascent,Team 2
killjoy,reyna,astra,sage,raze,raze,viper,astra,skye,killjoy,Split,Team 1
astra,sova,killjoy,reyna,sage,viper,astra,raze,sova,skye,Bind,Team 2
jett,killjoy,sova,astra,sage,killjoy,breach,sova,jett,astra,Ascent,Team 1
jett,killjoy,astra,skye,sova,skye,jett,sova,killjoy,astra,Haven,Team 1
jett,reyna,viper,sova,sage,viper,raze,reyna,killjoy,sage,Icebox,Team 1
viper,cypher,jett,sova,skye,sage,sova,jett,reyna,viper,Breeze,Team 1
raze,breach,sova,brimstone,viper,raze,astra,sage,skye,viper,Bind,Team 2
skye,sage,raze,omen,killjoy,raze,killjoy,astra,sage,breach,Split,Team 2
raze,killjoy,astra,sova,sage,reyna,sova,cypher,brimstone,breach,Haven,Team 1
raze,astra,sova,skye,killjoy,raze,viper,sage,brimstone,skye,Bind,Team 1
jett,astra,killjoy,breach,sage,sage,skye,killjoy,astra,raze,Split,Team 1
jett,viper,astra,sage,raze,raze,astra,viper,skye,sage,Bind,Team 2
jett,skye,sova,killjoy,omen,sova,killjoy,jett,astra,skye,Ascent,Team 2
jett,cypher,sova,omen,sage,killjoy,sova,astra,sage,jett,Ascent,Team 1
omen,jett,viper,reyna,skye,astra,viper,sova,skye,sage,Bind,Team 1
jett,astra,sage,killjoy,skye,jett,killjoy,brimstone,sage,breach,Split,Team 1
jett,skye,astra,sova,killjoy,killjoy,sova,omen,phoenix,raze,Ascent,Team 1
killjoy,skye,astra,sova,jett,sova,jett,breach,astra,cypher,Haven,Team 1
jett,astra,sage,killjoy,sova,astra,jett,killjoy,breach,sova,Ascent,Team 2
jett,cypher,viper,sova,skye,jett,reyna,viper,sova,cypher,Breeze,Team 1
jett,cypher,skye,sova,viper,sova,jett,skye,viper,killjoy,Breeze,Team 1
raze,skye,astra,cypher,kayo,breach,cypher,reyna,astra,sage,Haven,Team 1
cypher,phoenix,jett,sova,omen,kayo,breach,killjoy,jett,astra,Haven,Team 2
jett,cypher,sova,viper,skye,jett,skye,reyna,viper,sova,Breeze,Team 2
skye,raze,sage,brimstone,viper,raze,jett,skye,sova,astra,Bind,Team 1
jett,raze,sage,omen,cypher,raze,sage,astra,jett,cypher,Split,Team 1
jett,sova,killjoy,astra,kayo,killjoy,sova,skye,astra,jett,Ascent,Team 1
jett,reyna,astra,breach,killjoy,viper,astra,jett,cypher,breach,Fracture,Team 1
viper,jett,sage,reyna,sova,sage,sova,reyna,viper,jett,Icebox,Team 2
jett,viper,cypher,sova,skye,sova,jett,skye,cypher,viper,Breeze,Team 2
raze,astra,sova,skye,killjoy,jett,astra,sova,breach,killjoy,Ascent,Team 1
astra,cypher,sage,breach,raze,skye,sage,jett,breach,astra,Split,Team 1
viper,sage,raze,skye,astra,astra,raze,sova,viper,skye,Bind,Team 2
jett,killjoy,astra,sova,breach,jett,killjoy,astra,sage,sova,Ascent,Team 2
sova,killjoy,viper,jett,sage,killjoy,sova,viper,jett,sage,Icebox,Team 1
phoenix,cypher,sova,omen,jett,reyna,sova,breach,brimstone,cypher,Haven,Team 1
raze,omen,sova,breach,killjoy,astra,raze,breach,sova,sage,Haven,Team 1
viper,astra,sova,skye,sage,astra,killjoy,jett,sage,raze,Bind,Team 1
reyna,skye,viper,jett,sage,sova,skye,jett,killjoy,viper,Breeze,Team 2
jett,astra,kayo,killjoy,breach,phoenix,reyna,omen,sova,killjoy,Haven,Team 2
jett,breach,sova,killjoy,astra,killjoy,astra,jett,sage,breach,Ascent,Team 1
sova,reyna,sage,viper,jett,sova,jett,killjoy,viper,sage,Icebox,Team 1
raze,sage,killjoy,brimstone,reyna,phoenix,raze,sage,killjoy,omen,Haven,Team 1
astra,raze,killjoy,viper,skye,sage,raze,killjoy,jett,omen,Split,Team 1
jett,reyna,sova,viper,sage,sova,reyna,jett,sage,viper,Icebox,Team 1
brimstone,yoru,sova,sage,viper,raze,viper,sage,astra,skye,Bind,Team 2
killjoy,jett,skye,viper,sova,reyna,skye,viper,sova,jett,Breeze,Team 1
skye,jett,killjoy,sova,astra,astra,phoenix,sova,jett,killjoy,Ascent,Team 1
raze,brimstone,sova,breach,sage,jett,brimstone,raze,sage,cypher,Bind,Team 1
jett,viper,sage,reyna,sova,sage,jett,killjoy,viper,sova,Icebox,Team 2
reyna,viper,jett,cypher,sova,skye,reyna,viper,cypher,sova,Breeze,Team 2
raze,skye,sage,astra,viper,jett,astra,sage,viper,skye,Bind,Team 1
omen,cypher,jett,sage,sova,breach,cypher,astra,sova,jett,Ascent,Team 1
viper,astra,skye,jett,breach,astra,viper,raze,kayo,skye,Bind,Team 2
killjoy,reyna,sage,jett,astra,raze,viper,sage,skye,astra,Split,Team 2
skye,sage,jett,viper,sova,jett,sova,viper,skye,cypher,Breeze,Team 2
phoenix,cypher,sova,jett,astra,phoenix,astra,jett,killjoy,sova,Haven,Team 1
jett,reyna,sage,viper,sova,jett,viper,sage,sova,killjoy,Icebox,Team 1
jett,sova,cypher,sage,omen,cypher,raze,breach,astra,sova,Haven,Team 2
killjoy,jett,sova,sage,viper,viper,reyna,sage,jett,sova,Icebox,Team 2
jett,skye,breach,killjoy,astra,jett,sage,skye,astra,killjoy,Haven,Team 1
jett,sova,sage,reyna,viper,viper,raze,sage,sova,skye,Icebox,Team 1
astra,sage,jett,sova,killjoy,killjoy,sage,raze,astra,skye,Ascent,Team 2
astra,sage,breach,killjoy,raze,raze,killjoy,jett,sage,omen,Split,Team 2
astra,jett,sova,killjoy,breach,killjoy,jett,breach,astra,sova,Ascent,Team 1
jett,reyna,viper,killjoy,sova,reyna,jett,viper,sova,sage,Icebox,Team 2
viper,raze,sage,skye,astra,skye,brimstone,raze,viper,killjoy,Bind,Team 1
viper,jett,sage,astra,sova,yoru,sova,brimstone,viper,sage,Bind,Team 1
cypher,jett,viper,skye,sova,cypher,jett,viper,sage,skye,Breeze,Team 1
skye,astra,jett,killjoy,sage,omen,reyna,cypher,sage,breach,Split,Team 1
viper,raze,skye,sova,astra,cypher,raze,reyna,sage,astra,Bind,Team 1
raze,sage,skye,omen,killjoy,viper,sage,killjoy,breach,reyna,Split,Team 1
reyna,jett,killjoy,skye,astra,jett,astra,sova,cypher,sage,Haven,Team 2
brimstone,jett,sage,breach,killjoy,jett,astra,breach,killjoy,sage,Split,Team 1
killjoy,reyna,raze,sage,brimstone,skye,viper,jett,sage,astra,Bind,Team 1
killjoy,viper,jett,sage,sova,reyna,jett,viper,sova,sage,Icebox,Team 2
viper,breach,jett,sova,sage,sova,killjoy,sage,jett,viper,Icebox,Team 2
phoenix,sova,jett,killjoy,astra,jett,killjoy,breach,astra,sova,Haven,Team 2
raze,astra,sova,skye,killjoy,sova,breach,sage,astra,jett,Ascent,Team 1
sova,astra,jett,skye,viper,sage,skye,astra,jett,viper,Bind,Team 1
astra,raze,viper,skye,sage,skye,viper,raze,astra,sage,Bind,Team 2
viper,killjoy,raze,sage,sova,sage,jett,sova,killjoy,viper,Icebox,Team 2
brimstone,raze,skye,sage,viper,jett,raze,sage,viper,astra,Bind,Team 2
jett,omen,cypher,sage,sova,sage,reyna,killjoy,sova,astra,Ascent,Team 1
killjoy,skye,sova,jett,astra,raze,sage,killjoy,brimstone,skye,Ascent,Team 1
sage,skye,raze,cypher,astra,killjoy,sage,raze,reyna,astra,Split,Team 1
killjoy,jett,astra,skye,sova,astra,skye,raze,cypher,kayo,Haven,Team 2
killjoy,reyna,sage,viper,breach,viper,raze,sage,killjoy,breach,Fracture,Team 2
jett,killjoy,sova,skye,astra,cypher,brimstone,sova,reyna,breach,Haven,Team 1
jett,skye,sova,killjoy,astra,viper,breach,killjoy,jett,sova,Ascent,Team 1
killjoy,astra,reyna,sova,sage,jett,omen,killjoy,sage,skye,Ascent,Team 2
astra,killjoy,jett,breach,sova,raze,sova,killjoy,jett,brimstone,Ascent,Team 1
jett,breach,astra,cypher,sova,skye,jett,sage,killjoy,astra,Haven,Team 1
astra,killjoy,sage,raze,breach,sova,astra,jett,killjoy,sage,Ascent,Team 2
astra,sova,jett,cypher,breach,omen,jett,sage,cypher,breach,Haven,Team 2
jett,astra,killjoy,kayo,breach,sova,killjoy,raze,skye,astra,Haven,Team 1
viper,sova,astra,raze,skye,skye,viper,raze,astra,sova,Bind,Team 1
killjoy,kayo,skye,breach,viper,viper,jett,breach,skye,sage,Fracture,Team 1
skye,killjoy,jett,sova,astra,skye,jett,reyna,brimstone,killjoy,Ascent,Team 1
jett,skye,cypher,astra,sova,sova,jett,astra,viper,cypher,Haven,Team 2
killjoy,jett,astra,skye,sova,viper,jett,sage,sova,astra,Ascent,Team 2
raze,killjoy,jett,omen,sova,jett,astra,sova,skye,viper,Bind,Team 2
jett,reyna,sage,viper,sova,jett,sova,reyna,sage,viper,Icebox,Team 1
reyna,astra,sage,jett,killjoy,jett,astra,viper,skye,cypher,Split,Team 1
jett,reyna,sova,killjoy,astra,reyna,jett,astra,killjoy,sova,Ascent,Team 1
jett,killjoy,reyna,sova,viper,jett,viper,killjoy,sova,reyna,Icebox,Team 1
jett,reyna,astra,sova,killjoy,astra,skye,jett,killjoy,sova,Ascent,Team 2
raze,cypher,astra,sage,skye,viper,raze,astra,sage,killjoy,Split,Team 2
killjoy,jett,sova,astra,kayo,jett,skye,killjoy,astra,sova,Ascent,Team 2
raze,sova,viper,astra,skye,reyna,raze,astra,sova,viper,Bind,Team 2
jett,sova,killjoy,astra,skye,sova,astra,killjoy,kayo,jett,Ascent,Team 1
jett,sova,sage,reyna,viper,reyna,sage,jett,viper,sova,Icebox,Team 1
sova,jett,skye,astra,killjoy,jett,killjoy,sova,skye,astra,Haven,Team 2
killjoy,astra,sova,skye,jett,jett,sova,cypher,skye,astra,Ascent,Team 2
reyna,jett,sova,viper,sage,sova,reyna,viper,sage,jett,Icebox,Team 1
raze,cypher,astra,kayo,breach,viper,breach,cypher,jett,astra,Fracture,Team 2
jett,raze,sova,astra,killjoy,jett,cypher,skye,astra,sova,Ascent,Team 2
astra,sova,reyna,sage,killjoy,cypher,sova,kayo,astra,jett,Ascent,Team 1
sova,astra,reyna,cypher,jett,kayo,cypher,jett,astra,sova,Haven,Team 1
sova,jett,viper,skye,astra,viper,raze,skye,sova,astra,Bind,Team 2
jett,sage,sova,viper,skye,jett,killjoy,viper,raze,sova,Icebox,Team 1
jett,astra,skye,viper,sage,astra,skye,killjoy,raze,viper,Split,Team 1
jett,viper,skye,cypher,sova,jett,viper,sova,skye,cypher,Breeze,Team 1
skye,astra,killjoy,sova,jett,astra,killjoy,sova,jett,sage,Ascent,Team 1
jett,sova,killjoy,viper,sage,skye,killjoy,jett,sova,viper,Icebox,Team 1
kayo,sova,killjoy,astra,jett,killjoy,jett,astra,skye,sova,Ascent,Team 1
sage,skye,jett,sova,astra,astra,killjoy,jett,sova,skye,Ascent,Team 1
jett,killjoy,astra,skye,sova,sova,skye,jett,astra,killjoy,Haven,Team 2
sova,jett,sage,reyna,viper,jett,sova,reyna,killjoy,viper,Icebox,Team 1
jett,viper,sage,reyna,sova,killjoy,reyna,viper,jett,sova,Icebox,Team 1
jett,sova,cypher,raze,astra,sova,raze,jett,astra,viper,Bind,Team 1
astra,sage,raze,viper,cypher,killjoy,viper,raze,astra,skye,Split,Team 1
skye,astra,jett,cypher,sova,sova,jett,viper,astra,kayo,Haven,Team 1
killjoy,jett,sova,astra,kayo,astra,sova,killjoy,jett,skye,Ascent,Team 1
astra,viper,raze,skye,sova,viper,sova,raze,astra,kayo,Bind,Team 1
sova,viper,jett,reyna,killjoy,jett,sage,reyna,sova,viper,Icebox,Team 2
astra,jett,killjoy,skye,sova,jett,cypher,astra,sova,skye,Haven,Team 1
killjoy,sage,astra,jett,sova,killjoy,sova,astra,jett,skye,Ascent,Team 1
jett,killjoy,viper,kayo,sova,jett,omen,sova,viper,kayo,Breeze,Team 1
sova,jett,viper,breach,killjoy,reyna,jett,killjoy,sova,viper,Icebox,Team 1
skye,reyna,sova,cypher,astra,sova,jett,skye,cypher,astra,Haven,Team 1
sova,reyna,jett,killjoy,viper,killjoy,jett,sova,viper,kayo,Icebox,Team 1
reyna,sage,jett,viper,sova,viper,reyna,sova,jett,sage,Icebox,Team 1
killjoy,kayo,sova,jett,astra,sova,breach,jett,astra,killjoy,Ascent,Team 1
jett,killjoy,sova,kayo,astra,astra,skye,jett,cypher,sova,Ascent,Team 1
sova,jett,kayo,viper,astra,sova,astra,jett,skye,cypher,Haven,Team 1
raze,viper,skye,astra,sova,raze,sova,astra,viper,skye,Bind,Team 1
jett,killjoy,sova,astra,skye,cypher,jett,sova,astra,skye,Haven,Team 1
raze,astra,sova,skye,viper,jett,sova,raze,viper,astra,Bind,Team 1
viper,raze,sova,jett,killjoy,jett,sova,reyna,sage,viper,Icebox,Team 1
astra,jett,sova,sage,killjoy,jett,sova,killjoy,astra,kayo,Ascent,Team 1
killjoy,jett,astra,skye,sage,omen,cypher,jett,kayo,sova,Haven,Team 1
jett,sova,killjoy,skye,astra,kayo,astra,killjoy,sova,jett,Ascent,Team 1
jett,reyna,viper,killjoy,sova,killjoy,viper,sage,jett,sova,Icebox,Team 1
jett,sova,skye,cypher,astra,killjoy,sova,jett,skye,astra,Haven,Team 1
kayo,jett,cypher,viper,killjoy,viper,jett,astra,yoru,breach,Fracture,Team 1
kayo,skye,jett,astra,sova,jett,sova,killjoy,skye,astra,Haven,Team 2
jett,viper,killjoy,sova,sage,jett,reyna,viper,sova,sage,Icebox,Team 2
reyna,sova,viper,jett,sage,sova,killjoy,sage,viper,jett,Icebox,Team 1
sova,jett,kayo,astra,killjoy,killjoy,sova,skye,jett,astra,Haven,Team 2
